1,2002,-0.3783737326,7,1,1.6,3.0689571654,5.8835597368
1,2002,-0.4895888228,3,5,0.4,3.0689571654,5.8835597368
1,2002,-0.9761852908,2,5,0.3,3.0689571654,5.8835597368
1,2002,0.1488276433,4,5,0.7,3.0689571654,5.8835597368
1,2002,0.0934774028,5,4,0.9,3.0689571654,5.8835597368
1,2002,-0.4296270146,5,4,1.6,3.0689571654,5.8835597368
1,2002,0.0953783804,9,7,1.9,3.0689571654,5.8835597368
1,2002,0.3598060049,8,5,0.4,3.0689571654,5.8835597368
1,2002,-0.5970259379,2,1,1,3.0689571654,5.8835597368
1,2002,-0.4298775187,4,1,3.1,3.0689571654,5.8835597368
1,2002,-0.8873786686,4,4,3.6,3.0689571654,5.8835597368
1,2002,-0.3516805422,8,7,4.4,3.0689571654,5.8835597368
1,2002,-0.4684808011,3,1,5,3.0689571654,5.8835597368
1,2002,-0.9895448493,2,1,2.8,3.0689571654,5.8835597368
1,2002,-0.8281001111,5,5,0.3,3.0689571654,5.8835597368
1,2002,0.8328559198,6,5,1.2,3.0689571654,5.8835597368
1,2002,-0.977527046,5,1,2.7,3.0689571654,5.8835597368
1,2002,1.2418220767,8,7,2.2,3.0689571654,5.8835597368
1,2002,0.2071365957,5,2,3.2,3.0689571654,5.8835597368
1,2002,-0.0965452243,7,5,1.7,3.0689571654,5.8835597368
1,2002,-0.065407648,9,7,2.9,3.0689571654,5.8835597368
1,2002,-0.1604476962,3,1,4.1,3.0689571654,5.8835597368
1,2002,0.7013270814,3,6,0.7,3.0689571654,5.8835597368
1,2002,-0.259689031,5,1,1.3,3.0689571654,5.8835597368
1,2002,0.29273214,3,5,1,3.0689571654,5.8835597368
1,2002,-0.1555147164,9,7,1.8,3.0689571654,5.8835597368
1,2002,-0.9324528573,7,5,2.6,3.0689571654,5.8835597368
1,2002,-0.6719377593,6,1,3.5,3.0689571654,5.8835597368
1,2002,-0.9542981531,3,5,3.9,3.0689571654,5.8835597368
1,2002,-0.4539147623,7,7,3.5,3.0689571654,5.8835597368
1,2002,0.6663669793,2,0,6.4,3.0689571654,5.8835597368
1,2002,0.2581302662,7,6,0.7,3.0689571654,5.8835597368
1,2002,-0.833232808,6,5,1.5,3.0689571654,5.8835597368
1,2002,0.1837520573,9,7,1.5,3.0689571654,5.8835597368
1,2002,-0.597418077,1,4,1.3,3.0689571654,5.8835597368
1,2002,0.1333285258,7,1,1.8,3.0689571654,5.8835597368
1,2002,0.0840413995,5,6,2.7,3.0689571654,5.8835597368
1,2002,-0.1211775519,0,1,4,3.0689571654,5.8835597368
1,2002,-0.9373549167,2,5,0.4,3.0689571654,5.8835597368
